PATH,REFERENCE_ID
Training_Set/1001/1001_13.jpg,1001
Training_Set/1001/1001_10.jpg,1001
Training_Set/1009/1009_12.jpg,1009
Training_Set/1009/1009_11.jpg,1009
Training_Set/101/101_1.jpg,101
Training_Set/101/101_31.jpg,101
Training_Set/101/101_5.jpg,101
Training_Set/1010/1010_9.jpg,1010
Training_Set/1010/1010_7.jpg,1010
Training_Set/1010/1010_12.jpg,1010
Training_Set/1012/1012_7.jpg,1012
Training_Set/1012/1012_3.jpg,1012
Training_Set/1012/1012_11.jpg,1012
Training_Set/1012/1012_2.jpg,1012
Training_Set/1012/1012_8.jpg,1012
Training_Set/1012/1012_5.jpg,1012
Training_Set/1012/1012_4.jpg,1012
Training_Set/1019/1019_6.jpg,1019
Training_Set/1019/1019_10.jpg,1019
Training_Set/1023/1023_2.jpg,1023
Training_Set/1023/1023_1.jpg,1023
Training_Set/1023/1023_5.jpg,1023
Training_Set/1024/1024_1.jpg,1024
Training_Set/1024/1024_9.jpg,1024
Training_Set/1026/1026_18.jpg,1026
Training_Set/1026/1026_6.jpg,1026
Training_Set/1026/1026_19.jpg,1026
Training_Set/1026/1026_7.jpg,1026
Training_Set/1028/1028_1.jpg,1028
Training_Set/1028/1028_10.jpg,1028
Training_Set/1028/1028_15.jpg,1028
Training_Set/1029/1029_1.jpg,1029
Training_Set/1029/1029_3.jpg,1029
Training_Set/1029/1029_11.jpg,1029
Training_Set/1029/1029_13.jpg,1029
Training_Set/103/103_39.jpg,103
Training_Set/103/103_4.jpg,103
Training_Set/103/103_9.jpg,103
Training_Set/103/103_34.jpg,103
Training_Set/1030/1030_14.jpg,1030
Training_Set/1030/1030_1.jpg,1030
Training_Set/1031/1031_3.jpg,1031
Training_Set/1031/1031_12.jpg,1031
Training_Set/1031/1031_7.jpg,1031
Training_Set/1032/1032_9.jpg,1032
Training_Set/1032/1032_6.jpg,1032
Training_Set/1045/1045_5.jpg,1045
Training_Set/1045/1045_8.jpg,1045
Training_Set/1045/1045_6.jpg,1045
Training_Set/1045/1045_11.jpg,1045
Training_Set/1045/1045_13.jpg,1045
Training_Set/105/105_37.jpg,105
Training_Set/105/105_15.jpg,105
Training_Set/105/105_8.jpg,105
Training_Set/105/105_2.jpg,105
Training_Set/105/105_1.jpg,105
Training_Set/105/105_4.jpg,105
Training_Set/1051/1051_25.jpg,1051
Training_Set/1051/1051_23.jpg,1051
Training_Set/1051/1051_15.jpg,1051
Training_Set/1051/1051_10.jpg,1051
Training_Set/1051/1051_24.jpg,1051
Training_Set/1053/1053_20.jpg,1053
Training_Set/1053/1053_4.jpg,1053
Training_Set/1061/1061_45.jpg,1061
Training_Set/1061/1061_41.jpg,1061
Training_Set/1072/1072_4.jpg,1072
Training_Set/1072/1072_8.jpg,1072
Training_Set/1072/1072_11.jpg,1072
Training_Set/1075/1075_10.jpg,1075
Training_Set/1075/1075_18.jpg,1075
Training_Set/1075/1075_1.jpg,1075
Training_Set/1075/1075_11.jpg,1075
Training_Set/1075/1075_13.jpg,1075
Training_Set/1075/1075_4.jpg,1075
Training_Set/1075/1075_9.jpg,1075
Training_Set/1075/1075_16.jpg,1075
Training_Set/1075/1075_8.jpg,1075
Training_Set/108/108_61.jpg,108
Training_Set/108/108_35.jpg,108
Training_Set/108/108_62.jpg,108
Training_Set/108/108_63.jpg,108
Training_Set/108/108_52.jpg,108
Training_Set/108/108_49.jpg,108
Training_Set/108/108_37.jpg,108
Training_Set/1094/1094_8.jpg,1094
Training_Set/1094/1094_6.jpg,1094
Training_Set/1094/1094_7.jpg,1094
Training_Set/1095/1095_7.jpg,1095
Training_Set/1095/1095_10.jpg,1095
Training_Set/1095/1095_3.jpg,1095
Training_Set/1101/1101_1.jpg,1101
Training_Set/1101/1101_8.jpg,1101
Training_Set/1101/1101_3.jpg,1101
Training_Set/1101/1101_11.jpg,1101
Training_Set/1105/1105_1.jpg,1105
Training_Set/1105/1105_2.jpg,1105
Training_Set/1105/1105_7.jpg,1105
Training_Set/111/111_420.jpg,111
Training_Set/111/111_631.jpg,111
Training_Set/111/111_421.jpg,111
Training_Set/111/111_513.jpg,111
Training_Set/111/111_712.jpg,111
Training_Set/111/111_454.jpg,111
Training_Set/111/111_505.jpg,111
Training_Set/111/111_633.jpg,111
Training_Set/111/111_461.jpg,111
Training_Set/111/111_522.jpg,111
Training_Set/111/111_495.jpg,111
Training_Set/111/111_98.jpg,111
Training_Set/111/111_730.jpg,111
Training_Set/111/111_285.jpg,111
Training_Set/111/111_711.jpg,111
Training_Set/111/111_55.jpg,111
Training_Set/111/111_506.jpg,111
Training_Set/111/111_516.jpg,111
Training_Set/111/111_144.jpg,111
Training_Set/111/111_119.jpg,111
Training_Set/111/111_65.jpg,111
Training_Set/111/111_337.jpg,111
Training_Set/111/111_118.jpg,111
Training_Set/111/111_593.jpg,111
Training_Set/111/111_504.jpg,111
Training_Set/111/111_38.jpg,111
Training_Set/111/111_120.jpg,111
Training_Set/111/111_364.jpg,111
Training_Set/111/111_328.jpg,111
Training_Set/1110/1110_17.jpg,1110
Training_Set/1110/1110_18.jpg,1110
Training_Set/1110/1110_4.jpg,1110
Training_Set/1112/1112_12.jpg,1112
Training_Set/1112/1112_2.jpg,1112
Training_Set/1112/1112_5.jpg,1112
Training_Set/1113/1113_1.jpg,1113
Training_Set/1113/1113_3.jpg,1113
Training_Set/1113/1113_4.jpg,1113
Training_Set/1113/1113_6.jpg,1113
Training_Set/1114/1114_3.jpg,1114
Training_Set/1114/1114_10.jpg,1114
Training_Set/1114/1114_13.jpg,1114
Training_Set/1114/1114_1.jpg,1114
Training_Set/1115/1115_3.jpg,1115
Training_Set/1115/1115_6.jpg,1115
Training_Set/1115/1115_12.jpg,1115
Training_Set/1115/1115_1.jpg,1115
Training_Set/1115/1115_11.jpg,1115
Training_Set/1115/1115_4.jpg,1115
Training_Set/1116/1116_3.jpg,1116
Training_Set/1116/1116_10.jpg,1116
Training_Set/1116/1116_11.jpg,1116
Training_Set/1118/1118_6.jpg,1118
Training_Set/1118/1118_9.jpg,1118
Training_Set/1118/1118_10.jpg,1118
Training_Set/112/112_3.jpg,112
Training_Set/112/112_1.jpg,112
Training_Set/112/112_6.jpg,112
Training_Set/112/112_2.jpg,112
Training_Set/112/112_4.jpg,112
Training_Set/1120/1120_14.jpg,1120
Training_Set/1120/1120_37.jpg,1120
Training_Set/1122/1122_13.jpg,1122
Training_Set/1122/1122_5.jpg,1122
Training_Set/1122/1122_11.jpg,1122
Training_Set/1123/1123_10.jpg,1123
Training_Set/1125/1125_6.jpg,1125
Training_Set/1125/1125_13.jpg,1125
Training_Set/1133/1133_12.jpg,1133
Training_Set/1133/1133_11.jpg,1133
Training_Set/1133/1133_6.jpg,1133
Training_Set/1138/1138_11.jpg,1138
Training_Set/1138/1138_12.jpg,1138
Training_Set/1139/1139_7.jpg,1139
Training_Set/1139/1139_8.jpg,1139
Training_Set/1140/1140_1.jpg,1140
Training_Set/1140/1140_16.jpg,1140
Training_Set/1140/1140_11.jpg,1140
Training_Set/1146/1146_7.jpg,1146
Training_Set/1146/1146_10.jpg,1146
Training_Set/1146/1146_16.jpg,1146
Training_Set/1146/1146_8.jpg,1146
