PATH,REFERENCE_ID
training_set/100/100_cam4_1.jpg,100
training_set/100/100_cam6_1.jpg,100
training_set/100/100_cam3_1.jpg,100
training_set/100/100_cam5_1.jpg,100
training_set/100/100_cam2_1.jpg,100
training_set/100/100_cam1_1.jpg,100
training_set/10000/10000_cam3_12.jpg,10000
training_set/10000/10000_cam4_2.jpg,10000
training_set/10000/10000_cam2_20.jpg,10000
training_set/10000/10000_cam3_13.jpg,10000
training_set/10000/10000_cam2_57.jpg,10000
training_set/10000/10000_cam1_16.jpg,10000
training_set/10000/10000_cam4_17.jpg,10000
training_set/10000/10000_cam1_57.jpg,10000
training_set/10000/10000_cam1_32.jpg,10000
training_set/10000/10000_cam1_14.jpg,10000
training_set/10000/10000_cam4_45.jpg,10000
training_set/10000/10000_cam1_70.jpg,10000
training_set/10000/10000_cam4_8.jpg,10000
training_set/10000/10000_cam1_49.jpg,10000
training_set/10000/10000_cam2_30.jpg,10000
training_set/10000/10000_cam2_45.jpg,10000
training_set/10000/10000_cam1_81.jpg,10000
training_set/10000/10000_cam1_38.jpg,10000
training_set/10000/10000_cam4_52.jpg,10000
training_set/10000/10000_cam3_1.jpg,10000
training_set/10000/10000_cam2_2.jpg,10000
training_set/10000/10000_cam4_40.jpg,10000
training_set/10000/10000_cam1_78.jpg,10000
training_set/10000/10000_cam1_61.jpg,10000
training_set/10000/10000_cam4_34.jpg,10000
training_set/10000/10000_cam1_51.jpg,10000
training_set/10000/10000_cam1_50.jpg,10000
training_set/10000/10000_cam1_39.jpg,10000
training_set/10000/10000_cam2_36.jpg,10000
training_set/10000/10000_cam1_9.jpg,10000
training_set/10000/10000_cam4_19.jpg,10000
training_set/10000/10000_cam2_41.jpg,10000
training_set/10000/10000_cam1_43.jpg,10000
training_set/10000/10000_cam2_12.jpg,10000
training_set/10000/10000_cam1_40.jpg,10000
training_set/10000/10000_cam2_8.jpg,10000
training_set/10000/10000_cam2_49.jpg,10000
training_set/10000/10000_cam2_48.jpg,10000
training_set/10000/10000_cam2_35.jpg,10000
training_set/10000/10000_cam2_23.jpg,10000
training_set/10000/10000_cam2_11.jpg,10000
training_set/10000/10000_cam2_5.jpg,10000
training_set/10000/10000_cam4_46.jpg,10000
training_set/10000/10000_cam4_50.jpg,10000
training_set/10000/10000_cam2_27.jpg,10000
training_set/10000/10000_cam1_28.jpg,10000
training_set/10000/10000_cam1_21.jpg,10000
training_set/10000/10000_cam4_42.jpg,10000
training_set/10000/10000_cam1_66.jpg,10000
training_set/10000/10000_cam1_25.jpg,10000
training_set/10000/10000_cam1_33.jpg,10000
training_set/10000/10000_cam4_29.jpg,10000
training_set/10000/10000_cam2_26.jpg,10000
training_set/10000/10000_cam1_47.jpg,10000
training_set/10000/10000_cam3_14.jpg,10000
training_set/10000/10000_cam4_47.jpg,10000
training_set/10000/10000_cam1_83.jpg,10000
training_set/10000/10000_cam2_29.jpg,10000
training_set/10000/10000_cam1_72.jpg,10000
training_set/10000/10000_cam2_34.jpg,10000
training_set/10000/10000_cam1_71.jpg,10000
training_set/10000/10000_cam1_65.jpg,10000
training_set/10000/10000_cam1_36.jpg,10000
training_set/10000/10000_cam3_8.jpg,10000
training_set/10000/10000_cam1_5.jpg,10000
training_set/10000/10000_cam4_14.jpg,10000
training_set/10000/10000_cam4_4.jpg,10000
training_set/10000/10000_cam1_1.jpg,10000
training_set/10000/10000_cam1_37.jpg,10000
training_set/10000/10000_cam1_35.jpg,10000
training_set/10000/10000_cam2_22.jpg,10000
training_set/10000/10000_cam3_11.jpg,10000
training_set/10000/10000_cam3_9.jpg,10000
training_set/10000/10000_cam1_56.jpg,10000
training_set/10000/10000_cam4_37.jpg,10000
training_set/10000/10000_cam4_32.jpg,10000
training_set/10000/10000_cam1_10.jpg,10000
training_set/10000/10000_cam2_16.jpg,10000
training_set/10000/10000_cam2_32.jpg,10000
training_set/10000/10000_cam2_25.jpg,10000
training_set/10000/10000_cam1_13.jpg,10000
